,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,pathExists,mfcc
52,20,2.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic18.mp3,Amharic,1,2017,Ethiopia,False,,,,True,"[-481.7517, -452.50467, -450.64893, -448.02325, -449.38162, -448.35498, -443.11874, -436.05966, -437.8604, -442.1854, -447.8415, -449.6938, -450.79456, -458.22482, -457.3924, -457.99008, -463.93753, -464.66617, -460.01083, -458.73224]"
53,19,10.0,"tefki, ethiopia",./archive/recordings/recordings/amharic19.mp3,Amharic,1,2132,Ethiopia,False,,,,True,"[-506.21024, -473.17847, -466.27753, -461.30075, -466.71057, -465.35367, -468.19513, -483.93405, -487.13745, -486.0693, -425.82147, -356.37958, -332.56274, -364.3878, -423.71106, -438.05826, -446.82077, -445.04828, -432.1835, -404.97568]"
54,23,7.0,"arba minch, ethiopia",./archive/recordings/recordings/amharic2.mp3,Amharic,0,7,Ethiopia,False,,,,True,"[-637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709, -637.709]"
55,52,24.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic20.mp3,Amharic,1,2135,Ethiopia,False,,,,True,"[-542.30145, -547.89014, -550.8603, -550.8607, -550.84424, -550.85803, -550.84357, -550.8495, -550.8538, -550.83826, -550.8389, -550.8399, -550.8432, -550.84436, -550.8428, -550.8341, -550.8353, -550.841, -550.8372, -550.8351]"
56,27,8.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic3.mp3,Amharic,0,8,Ethiopia,False,,,,True,"[-575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565, -575.9565]"
57,20,7.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic4.mp3,Amharic,0,9,Ethiopia,False,,,,True,"[-558.1982, -562.9856, -565.9716, -565.99414, -565.9951, -565.9857, -565.9768, -565.97797, -565.984, -565.98364, -565.9861, -565.99725, -565.9855, -565.99536, -565.6937, -558.80304, -560.4705, -568.4176, -568.4176, -568.4176]"
58,31,7.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic5.mp3,Amharic,0,10,Ethiopia,False,,,,True,"[-602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547, -602.6547]"
59,31,4.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic6.mp3,Amharic,1,985,Ethiopia,False,,,,True,"[-538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904, -538.6904]"
60,38,13.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic7.mp3,Amharic,0,989,Ethiopia,False,,,,True,"[-552.767, -552.6194, -552.72125, -552.7043, -552.6737, -552.7386, -552.7229, -552.72705, -552.73016, -552.7002, -552.70416, -552.7005, -552.70105, -552.70245, -552.6912, -552.74005, -552.71454, -552.70654, -552.7377, -552.69635]"
61,30,12.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic8.mp3,Amharic,1,990,Ethiopia,False,,,,True,"[-545.6893, -545.6893, -544.7259, -544.3181, -544.54694, -544.4193, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893, -545.6893]"
62,40,12.0,"addis ababa, ethiopia",./archive/recordings/recordings/amharic9.mp3,Amharic,0,991,Ethiopia,False,,,,True,"[-513.7844, -514.97565, -517.81775, -515.7097, -520.25995, -521.3705, -515.2333, -512.8277, -519.69794, -523.4431, -520.5586, -514.3349, -515.372, -517.13336, -519.39386, -522.13165, -521.7126, -517.54944, -512.31256, -516.18054]"
63,38,12.0,"riyadh, saudi arabia",./archive/recordings/recordings/arabic1.mp3,Arabic,1,11,Saudi Arabia,False,,,,True,"[-306.96277, -281.60318, -281.74158, -279.4902, -280.8851, -278.7398, -277.95197, -278.69232, -284.63113, -283.47568, -280.6513, -285.80704, -290.77203, -293.81183, -293.28342, -290.15933, -289.65952, -286.58334, -285.78366, -289.5406]"
64,26,5.0,"cairo, egypt",./archive/recordings/recordings/arabic10.mp3,Arabic,0,12,Egypt,False,,,,True,"[-482.94565, -506.59555, -529.0731, -528.99, -529.19507, -529.20044, -529.1996, -529.19464, -529.19434, -529.1982, -529.1979, -529.1971, -529.1981, -529.1995, -528.8041, -528.98865, -529.19934, -529.19794, -529.19806, -529.19836]"
65,40,10.0,"beirut, lebanon",./archive/recordings/recordings/arabic100.mp3,Arabic,1,2159,Lebanon,False,,,,True,"[-472.30658, -443.03088, -440.0666, -441.43, -435.3209, -432.34314, -432.96735, -434.57703, -439.76205, -442.95956, -444.29172, -444.47253, -441.64658, -437.8273, -434.08102, -432.93103, -437.60968, -439.47626, -442.17902, -443.49542]"
66,21,10.0,"doha, qatar",./archive/recordings/recordings/arabic101.mp3,Arabic,0,2160,Qatar,False,,,,True,"[-504.19107, -476.1904, -466.72354, -469.56912, -470.45508, -471.76416, -469.4743, -467.26483, -469.39267, -470.8565, -474.1937, -468.0268, -464.47705, -462.60275, -470.36554, -468.28827, -468.47632, -469.77173, -472.8037, -472.2421]"
67,22,3.0,"jiddah, saudi arabia",./archive/recordings/recordings/arabic102.mp3,Arabic,0,2161,Saudi Arabia,False,,,,True,"[-574.8109, -567.9591, -585.16675, -595.9904, -596.8727, -597.01263, -597.01263, -597.01263, -597.01263, -597.01263, -597.01263, -597.01263, -597.01263, -597.01263, -589.2603, -574.1905, -567.07043, -563.3032, -560.9414, -559.4697]"
68,30,14.0,"monastir, tunisia",./archive/recordings/recordings/arabic11.mp3,Arabic,1,13,Tunisia,False,,,,True,"[-599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667, -599.0667]"
69,32,11.0,"baghdad, iraq",./archive/recordings/recordings/arabic12.mp3,Arabic,0,14,Iraq,False,,,,True,"[-613.75824, -605.2652, -598.36725, -591.3549, -589.1854, -592.3831, -599.0895, -612.7545, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465, -617.26465]"
70,25,15.0,"zabbougha, lebanon",./archive/recordings/recordings/arabic13.mp3,Arabic,0,15,Lebanon,False,,,,True,"[-550.99347, -550.86053, -550.9275, -550.89136, -550.91815, -550.94995, -550.9309, -550.9065, -550.9102, -550.93585, -550.9465, -550.91125, -550.9224, -550.8934, -550.91046, -550.9067, -550.9214, -550.9277, -550.9035, -550.90594]"
71,47,11.0,"amman, jordan",./archive/recordings/recordings/arabic14.mp3,Arabic,0,428,Jordan,False,,,,True,"[-536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664, -536.3664]"
72,40,33.0,"qayrawan, tunisia",./archive/recordings/recordings/arabic15.mp3,Arabic,0,437,Tunisia,False,,,,True,"[-578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647, -578.1647]"
73,22,16.0,"meknes, morocco",./archive/recordings/recordings/arabic16.mp3,Arabic,0,471,Morocco,False,,,,True,"[-607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164, -607.164]"
74,35,15.0,"settat, morocco",./archive/recordings/recordings/arabic17.mp3,Arabic,0,512,Morocco,False,,,,True,"[-564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044, -564.7044]"
75,18,6.0,"kuwait city, kuwait",./archive/recordings/recordings/arabic18.mp3,Arabic,0,539,Kuwait,False,,,,True,"[-596.903, -596.7516, -596.80817, -596.80133, -596.89594, -596.9073, -596.91406, -596.8896, -596.8346, -596.8251, -596.81146, -596.8473, -596.9761, -596.9761, -596.9761, -596.9761, -596.9761, -596.9761, -596.9761, -596.9761]"
76,43,18.0,"khouribga, morocco",./archive/recordings/recordings/arabic19.mp3,Arabic,0,625,Morocco,False,,,,True,"[-596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408, -596.2408]"
77,18,2.5,"damascus, syria",./archive/recordings/recordings/arabic2.mp3,Arabic,0,16,Syria,False,,,,True,"[-489.859, -473.9102, -470.70926, -469.5959, -466.0544, -465.72675, -462.83057, -460.39212, -457.96863, -455.2274, -452.95032, -455.31262, -451.24854, -443.18237, -435.28412, -440.15118, -440.89325, -438.44632, -436.18777, -436.78555]"
78,36,12.0,"chtaura, beqa valley, lebanon",./archive/recordings/recordings/arabic20.mp3,Arabic,0,643,Lebanon,False,,,,True,"[-580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118, -580.0118]"
79,46,30.0,"beirut, lebanon",./archive/recordings/recordings/arabic21.mp3,Arabic,1,670,Lebanon,False,,,,True,"[-605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153, -605.38153]"
80,23,10.0,"abu dhabi, united arab emirates",./archive/recordings/recordings/arabic22.mp3,Arabic,1,920,United Arab Emirates,False,,,,True,"[-547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766, -547.53766]"
81,42,13.0,"al mahalla, egypt",./archive/recordings/recordings/arabic23.mp3,Arabic,0,927,Egypt,False,,,,True,"[-590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371, -590.0371]"
82,40,7.0,"cairo, egypt",./archive/recordings/recordings/arabic24.mp3,Arabic,0,970,Egypt,False,,,,True,"[-577.2799, -577.27673, -577.37177, -577.3308, -577.2778, -577.31934, -577.3247, -577.3771, -577.3581, -577.2869, -577.32434, -577.335, -577.3314, -577.3497, -577.3185, -577.3805, -577.37494, -577.3165, -577.31616, -577.33203]"
83,38,5.0,"ramun, israel (occupied territory)",./archive/recordings/recordings/arabic25.mp3,Arabic,0,1011,Israel (Occupied Territory),False,,,,True,"[-588.5816, -588.55597, -588.5816, -588.5816, -588.5816, -588.5816, -588.5816, -588.5816, -588.5714, -588.5588, -588.5517, -588.5816, -588.5413, -588.5816, -588.55176, -588.5625, -588.5816, -588.5816, -588.5719, -588.5816]"
84,43,14.0,"amman, jordan",./archive/recordings/recordings/arabic26.mp3,Arabic,1,1012,Jordan,False,,,,True,"[-568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766, -568.41766]"
85,70,10.0,"jerusalem, israel",./archive/recordings/recordings/arabic27.mp3,Arabic,0,1013,Israel,False,,,,True,"[-598.19543, -598.0423, -598.0531, -598.1079, -598.0957, -598.0403, -598.05005, -598.07697, -598.0542, -598.03796, -598.0942, -598.10333, -598.0413, -598.1097, -598.0961, -598.0753, -598.14716, -598.1249, -598.06464, -598.0851]"
86,30,12.0,"al-ayn, united arab emirates",./archive/recordings/recordings/arabic28.mp3,Arabic,0,1115,United Arab Emirates,False,,,,True,"[-553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672, -553.672]"
87,19,17.0,"doha, qatar",./archive/recordings/recordings/arabic29.mp3,Arabic,0,1116,Qatar,False,,,,True,"[-590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285, -590.4285]"
88,24,9.0,"doha, qatar",./archive/recordings/recordings/arabic3.mp3,Arabic,0,17,Qatar,False,,,,True,"[-434.6342, -416.4643, -411.14905, -409.64716, -405.52145, -399.7868, -399.8851, -406.07605, -411.20486, -416.22595, -413.14896, -411.13068, -412.96585, -350.2725, -326.01065, -350.9523, -380.16528, -402.16223, -410.96323, -416.36935]"
89,19,8.0,"riyadh, saudi arabia",./archive/recordings/recordings/arabic30.mp3,Arabic,1,1133,Saudi Arabia,False,,,,True,"[-546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737, -546.73737]"
90,47,12.0,"baghdad, iraq",./archive/recordings/recordings/arabic31.mp3,Arabic,1,1181,Iraq,False,,,,True,"[-590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263, -590.4263]"
91,42,12.0,"baghdad, iraq",./archive/recordings/recordings/arabic32.mp3,Arabic,0,1203,Iraq,False,,,,True,"[-534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537, -534.537]"
92,28,11.0,"baghdad, iraq",./archive/recordings/recordings/arabic33.mp3,Arabic,1,1204,Iraq,False,,,,True,"[-554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479, -554.2479]"
93,34,6.0,"kuwait city, kuwait",./archive/recordings/recordings/arabic34.mp3,Arabic,1,1253,Kuwait,False,,,,True,"[-548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786, -548.92786]"
94,56,16.0,"jiddah, saudi arabia",./archive/recordings/recordings/arabic35.mp3,Arabic,0,1391,Saudi Arabia,False,,,,True,"[-570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597, -570.80597]"
95,36,6.0,"jiddah, saudi arabia",./archive/recordings/recordings/arabic36.mp3,Arabic,0,1392,Saudi Arabia,False,,,,True,"[-525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807, -525.51807]"
96,18,16.0,"jiddah, saudi arabia",./archive/recordings/recordings/arabic37.mp3,Arabic,0,1393,Saudi Arabia,False,,,,True,"[-569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097, -569.24097]"
97,19,9.0,"shady grove, maryland, usa",./archive/recordings/recordings/arabic38.mp3,Arabic,1,1394,Usa,False,,,,True,"[-488.5649, -497.8836, -543.10333, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075, -549.89075]"
98,22,5.0,"jiddah, saudi arabia",./archive/recordings/recordings/arabic39.mp3,Arabic,0,1405,Saudi Arabia,False,,,,True,"[-455.7903, -430.9322, -436.1587, -434.3304, -422.4832, -416.73434, -411.21893, -410.71954, -416.14978, -417.8745, -422.48996, -422.79443, -421.50653, -424.49237, -424.10767, -419.57266, -418.80112, -419.41214, -418.5853, -418.7892]"
